userid,gender,no_of_days,no_os_calls,enrolled
4370,Male,2,2,No
4371,Female,28,2,Yes
4372,Male,14,3,Yes
4373,Female,16,8,Yes
4374,Male,1,3,Yes
4375,Female,2,7,Yes
4376,Male,7,9,No
4377,Female,29,8,No
4378,Female,10,1,Yes
4379,Female,22,7,No
4380,Female,20,7,Yes
4381,Male,1,8,No
4382,Female,13,5,No
4383,Male,1,9,Yes
4384,Male,5,9,Yes
4385,Male,16,8,Yes
4386,Female,15,6,No
4387,Male,17,6,No
4388,Male,28,1,Yes
4389,Male,23,6,Yes
4390,Female,16,4,No
4391,Female,13,4,Yes
4392,Male,11,2,No
4393,Female,17,4,No
4394,Female,17,5,Yes
4395,Male,2,5,No
4396,Male,13,5,No
4397,Female,14,4,No
4398,Male,11,1,No
4399,Female,28,8,Yes
4400,Female,10,3,No
4401,Female,3,2,Yes
4402,Female,29,9,No
4403,Female,27,7,Yes
4404,Female,17,9,No
4405,Male,15,2,No
4406,Male,9,9,Yes
4407,Female,10,9,No
4408,Female,8,9,Yes
4409,Female,21,4,No
4410,Male,13,3,Yes
4411,Female,27,6,Yes
4412,Male,18,3,No
4413,Female,5,9,No
4414,Female,6,3,No
4415,Male,30,2,No
4416,Male,17,8,No
4417,Female,11,6,No
4418,Female,20,8,No
4419,Female,16,7,No
4420,Male,9,3,No
4421,Male,2,8,Yes
4422,Male,5,1,Yes
4423,Male,1,1,Yes
4424,Male,4,8,No
4425,Male,4,9,Yes
4426,Female,22,6,No
4427,Female,26,5,No
4428,Male,25,2,No
4429,Female,3,9,No
4430,Female,9,6,Yes
4431,Male,22,8,Yes
4432,Female,23,9,Yes
4433,Male,12,9,No
4434,Male,10,8,No
4435,Female,2,8,Yes
4436,Male,11,3,No
4437,Male,10,3,Yes
4438,Male,30,2,Yes
4439,Male,22,1,Yes
4440,Male,6,4,No
4441,Male,18,2,Yes
4442,Male,2,2,No
4443,Male,30,5,Yes
4444,Female,2,4,No
4445,Female,10,1,No
4446,Female,16,9,Yes
4447,Male,12,4,No
4448,Male,1,5,No
4449,Female,21,7,No
4450,Female,8,2,Yes
4451,Female,16,8,No
4452,Male,18,2,Yes
4453,Female,13,5,Yes
4454,Female,15,2,No
4455,Male,21,2,Yes
4456,Female,12,4,Yes
4457,Male,8,4,Yes
4458,Male,10,8,Yes
4459,Male,14,6,Yes
4460,Female,5,8,No
4461,Female,18,7,No
4462,Male,19,4,Yes
4463,Female,15,2,Yes
4464,Female,6,9,No
4465,Female,27,2,No
4466,Female,11,1,No
4467,Male,21,8,Yes
4468,Female,11,9,Yes
4469,Male,20,1,No
4470,Male,20,7,Yes
4471,Female,21,2,No
4472,Male,18,6,No
4473,Female,25,5,Yes
4474,Female,18,1,No
4475,Male,10,2,No
4476,Male,2,2,No
4477,Male,26,6,No
4478,Male,30,1,No
4479,Female,9,4,Yes
4480,Female,14,5,No
4481,Female,19,2,Yes
4482,Male,10,2,Yes
4483,Male,23,7,No
4484,Male,4,7,No
4485,Female,29,6,No
4486,Male,29,1,Yes
4487,Female,6,3,Yes
4488,Male,14,9,Yes
4489,Female,4,1,No
4490,Female,26,2,No
4491,Male,15,8,No
4492,Male,16,7,No
4493,Female,7,9,No
4494,Female,17,4,Yes
4495,Male,19,4,Yes
4496,Male,29,7,Yes
4497,Female,19,1,No
4498,Male,17,9,No
4499,Female,6,2,Yes
4500,Female,29,1,No
4501,Male,11,7,Yes
4502,Male,16,6,No
4503,Male,30,3,No
4504,Male,25,1,No
4505,Male,8,5,No
4506,Female,11,4,Yes
4507,Female,7,5,No
4508,Male,26,1,Yes
4509,Male,24,1,Yes
4510,Male,22,5,Yes
4511,Female,25,6,Yes
4512,Male,19,5,Yes
4513,Male,26,2,No
4514,Female,10,9,Yes
4515,Female,9,5,Yes
4516,Male,4,5,Yes
4517,Male,23,9,Yes
4518,Male,15,3,Yes
4519,Female,13,5,No
4520,Male,25,5,Yes
4521,Male,2,2,No
4522,Male,2,4,Yes
4523,Female,16,2,No
4524,Female,9,5,No
4525,Male,28,2,No
4526,Male,13,9,No
4527,Female,3,6,No
4528,Female,9,8,No
4529,Female,13,9,No
4530,Female,21,8,Yes
4531,Female,22,5,No
4532,Female,2,5,Yes
4533,Female,8,6,Yes
4534,Female,27,1,Yes
4535,Female,9,8,No
4536,Male,16,2,Yes
4537,Male,2,6,No
4538,Male,6,9,No
4539,Female,22,3,No
4540,Male,8,2,Yes
4541,Female,26,5,Yes
4542,Female,28,9,No
4543,Male,5,6,No
4544,Female,9,8,No
4545,Male,1,8,No
4546,Male,9,7,Yes
4547,Male,10,5,Yes
4548,Female,23,2,Yes
4549,Male,4,5,Yes
4550,Female,3,7,Yes
4551,Male,30,7,No
4552,Male,10,2,No
4553,Male,15,7,Yes
4554,Female,11,6,No
4555,Female,14,7,Yes
4556,Female,6,8,No
4557,Male,12,4,No
4558,Male,13,1,No
4559,Female,17,8,Yes
4560,Female,16,8,Yes
4561,Female,3,3,Yes
4562,Female,2,3,No
4563,Female,11,5,No
4564,Female,29,3,No
4565,Male,9,5,No
4566,Female,3,8,No
4567,Male,29,1,Yes
4568,Male,18,2,Yes
4569,Female,20,2,No
4570,Female,15,4,Yes
4571,Male,14,9,No
4572,Female,2,2,No
4573,Female,17,9,Yes
4574,Male,22,7,No
4575,Male,26,8,Yes
4576,Male,8,1,Yes
4577,Female,10,5,Yes
4578,Male,26,9,No
4579,Female,18,4,Yes
4580,Male,30,2,No
4581,Male,25,6,No
4582,Male,29,2,No
4583,Female,19,3,No
4584,Female,8,8,No
4585,Male,28,3,No
4586,Male,8,2,No
4587,Male,3,6,No
4588,Female,3,3,Yes
4589,Male,12,1,Yes
4590,Female,22,3,No
4591,Male,17,6,No
4592,Male,4,3,Yes
4593,Male,17,9,Yes
4594,Male,14,7,Yes
4595,Male,19,5,Yes
4596,Male,9,2,Yes
4597,Female,30,9,Yes
4598,Male,30,5,No
4599,Female,21,7,Yes
4600,Male,12,9,Yes
4601,Male,5,4,Yes
4602,Female,11,9,Yes
4603,Male,20,1,No
4604,Female,3,6,No
4605,Female,21,2,No
4606,Male,15,8,No
4607,Female,14,5,No
4608,Female,11,3,No
4609,Male,20,2,No
4610,Female,8,8,No
4611,Male,4,7,Yes
4612,Male,27,9,Yes
4613,Male,12,8,No
4614,Male,8,4,No
4615,Female,6,2,No
4616,Male,15,2,Yes
4617,Male,30,2,No
4618,Female,12,6,No
4619,Male,16,7,No
4620,Male,16,6,No
4621,Female,27,2,Yes
4622,Female,21,4,No
4623,Female,20,3,Yes
4624,Female,20,4,Yes
4625,Female,28,5,No
4626,Female,4,7,Yes
4627,Female,11,9,No
4628,Male,13,2,Yes
4629,Female,29,8,No
4630,Female,9,3,Yes
4631,Female,4,9,Yes
4632,Male,12,4,No
4633,Male,9,3,Yes
4634,Female,13,6,No
4635,Female,16,9,No
4636,Female,26,7,Yes
4637,Male,6,4,No
4638,Male,10,3,No
4639,Female,13,4,No
4640,Male,7,3,No
4641,Female,28,3,Yes
4642,Male,26,9,Yes
4643,Male,19,4,Yes
4644,Female,24,9,No
4645,Female,19,5,Yes
4646,Female,17,7,Yes
4647,Female,13,5,Yes
4648,Male,13,1,No
4649,Male,26,2,Yes
4650,Male,28,5,No
4651,Female,21,6,Yes
4652,Male,2,7,Yes
4653,Female,10,2,No
4654,Male,30,9,Yes
4655,Female,22,6,No
4656,Female,13,2,No
4657,Male,26,2,Yes
4658,Female,9,3,No
4659,Female,1,1,No
4660,Male,14,9,No
4661,Female,29,4,No
4662,Female,16,5,Yes
4663,Female,20,7,No
4664,Male,15,1,No
4665,Male,1,3,Yes
4666,Female,17,3,Yes
4667,Male,24,2,Yes
4668,Female,30,8,No
4669,Female,30,5,No
4670,Female,13,1,No
4671,Female,30,2,No
4672,Female,27,1,Yes
4673,Male,15,6,Yes
4674,Female,16,9,No
4675,Male,16,7,No
4676,Male,2,5,No
4677,Female,17,3,No
4678,Female,11,8,Yes
4679,Male,8,4,Yes
4680,Male,20,9,Yes
4681,Male,3,5,Yes
4682,Female,29,6,No
4683,Male,12,5,Yes
4684,Female,20,7,No
4685,Female,16,7,Yes
4686,Female,14,1,Yes
4687,Male,16,2,No
4688,Female,27,7,Yes
4689,Female,21,8,Yes
4690,Female,17,4,Yes
4691,Female,30,6,Yes
4692,Female,11,3,No
4693,Male,17,7,Yes
4694,Female,19,3,Yes
4695,Female,22,7,Yes
4696,Male,1,8,No
4697,Female,30,3,No
4698,Male,27,2,Yes
4699,Female,12,6,Yes
4700,Male,15,4,Yes
4701,Male,18,8,No
4702,Female,28,2,Yes
4703,Female,30,4,Yes
4704,Female,23,2,No
4705,Male,14,2,No
4706,Male,30,2,No
4707,Male,1,1,Yes
4708,Female,13,4,Yes
4709,Male,30,2,Yes
4710,Male,15,9,No
4711,Female,7,9,Yes
4712,Male,15,7,Yes
4713,Male,20,6,No
4714,Female,10,3,No
4715,Male,14,7,Yes
4716,Female,6,1,No
4717,Female,14,9,Yes
4718,Female,24,4,Yes
4719,Female,25,6,Yes
4720,Female,22,6,No
4721,Male,12,3,Yes
4722,Male,11,4,No
4723,Female,29,3,No
4724,Female,30,6,No
4725,Male,25,1,No
4726,Female,20,8,Yes
4727,Female,22,8,No
4728,Female,24,9,Yes
4729,Male,25,6,Yes
4730,Male,19,1,Yes
4731,Female,2,3,Yes
4732,Female,22,1,No
4733,Male,20,5,No
4734,Male,1,3,Yes
4735,Female,8,2,Yes
4736,Female,25,3,Yes
4737,Male,14,9,No
4738,Male,9,8,No
4739,Male,2,3,Yes
4740,Female,25,2,Yes
4741,Male,23,5,Yes
4742,Female,5,1,No
4743,Male,23,4,Yes
4744,Male,29,8,No
4745,Male,25,1,No
4746,Male,8,5,No
4747,Female,16,4,Yes
4748,Female,22,6,No
4749,Male,16,7,No
4750,Female,13,9,Yes
4751,Male,20,1,Yes
4752,Male,29,4,Yes
4753,Male,15,6,No
4754,Male,1,7,No
4755,Female,22,7,Yes
4756,Male,3,8,No
4757,Male,6,8,Yes
4758,Female,22,8,Yes
4759,Male,14,8,No
4760,Male,4,8,No
4761,Male,18,6,No
4762,Female,15,9,No
4763,Male,9,3,Yes
4764,Female,18,6,Yes
4765,Male,3,5,No
4766,Male,10,8,No
4767,Female,17,4,No
4768,Male,7,4,Yes
4769,Male,15,5,Yes
4770,Female,1,6,No
4771,Female,27,4,Yes
4772,Female,25,2,Yes
4773,Female,27,2,Yes
4774,Female,11,3,Yes
4775,Male,17,2,No
4776,Female,5,1,No
4777,Male,7,8,No
4778,Male,19,5,No
4779,Male,25,1,Yes
4780,Female,24,9,No
4781,Female,29,8,No
4782,Male,15,4,No
4783,Female,3,8,No
4784,Female,15,7,No
4785,Female,5,7,Yes
4786,Female,23,1,No
4787,Male,12,6,Yes
4788,Male,30,4,Yes
4789,Female,20,2,Yes
4790,Male,5,7,Yes
4791,Female,3,9,Yes
4792,Female,9,5,Yes
4793,Male,26,8,No
4794,Male,9,5,Yes
4795,Male,7,7,No
4796,Female,26,7,Yes
4797,Male,2,9,Yes
4798,Female,23,3,Yes
4799,Male,23,1,No
4800,Male,27,2,Yes
4801,Female,21,6,Yes
4802,Female,16,9,No
4803,Female,9,3,Yes
4804,Female,13,2,Yes
4805,Female,28,1,Yes
4806,Female,27,2,No
4807,Female,19,3,Yes
4808,Female,20,7,Yes
4809,Male,17,2,No
4810,Female,6,5,No
4811,Female,4,2,Yes
4812,Male,1,7,Yes
4813,Female,18,8,Yes
4814,Male,19,8,Yes
4815,Male,9,8,No
4816,Female,13,9,No
4817,Male,8,1,No
4818,Female,23,1,Yes
4819,Male,13,2,No
4820,Male,15,6,No
4821,Male,11,1,Yes
4822,Female,12,5,Yes
4823,Female,14,5,Yes
4824,Male,4,4,Yes
4825,Male,1,5,Yes
4826,Female,24,1,Yes
4827,Female,4,6,No
4828,Male,19,7,Yes
4829,Male,9,8,Yes
4830,Female,10,2,No
4831,Female,4,7,No
4832,Female,20,6,No
4833,Female,30,9,No
4834,Female,9,8,No
4835,Male,13,4,Yes
4836,Female,12,9,Yes
4837,Male,11,1,No
4838,Female,12,6,No
4839,Male,30,8,No
4840,Female,18,4,No
4841,Female,30,2,Yes
4842,Male,12,2,No
4843,Male,16,1,No
4844,Female,5,5,Yes
4845,Female,20,6,Yes
4846,Female,25,4,Yes
4847,Female,12,4,No
4848,Female,21,5,No
4849,Male,25,5,Yes
4850,Male,11,9,No
4851,Female,9,8,No
4852,Male,30,9,Yes
4853,Male,18,3,Yes
4854,Male,30,3,Yes
4855,Female,25,1,No
4856,Male,3,6,Yes
4857,Female,20,4,No
4858,Male,17,8,No
4859,Female,14,2,No
4860,Male,1,2,Yes
4861,Female,17,7,Yes
4862,Female,25,5,Yes
4863,Male,27,1,No
4864,Female,8,7,Yes
4865,Female,5,7,Yes
4866,Female,5,6,No
4867,Female,9,4,No
4868,Female,3,8,Yes
4869,Female,19,2,Yes
4870,Female,23,2,No
4871,Female,9,2,No
4872,Male,22,3,No
4873,Male,30,6,Yes
4874,Female,18,1,Yes
4875,Female,16,2,No
4876,Male,1,2,Yes
4877,Male,2,1,Yes
4878,Male,14,3,Yes
4879,Female,14,7,No
4880,Male,1,1,Yes
4881,Female,26,7,No
4882,Female,26,5,Yes
4883,Male,25,9,No
4884,Female,16,2,No
4885,Female,15,1,Yes
4886,Female,26,9,Yes
4887,Female,15,8,No
4888,Male,12,6,No
4889,Male,16,5,Yes
4890,Female,14,8,No
4891,Female,29,8,No
4892,Male,24,5,Yes
4893,Female,15,7,Yes
4894,Male,23,1,Yes
4895,Female,15,4,Yes
4896,Female,19,2,No
4897,Male,8,3,Yes
4898,Male,2,1,Yes
4899,Male,2,2,Yes
4900,Male,27,1,Yes
4901,Female,10,8,No
4902,Male,3,4,No
4903,Female,23,3,Yes
4904,Male,17,1,Yes
4905,Male,8,2,Yes
4906,Female,28,3,Yes
4907,Male,23,3,No
4908,Male,4,6,No
4909,Male,14,8,No
4910,Male,21,6,No
4911,Female,10,2,Yes
4912,Female,29,2,No
4913,Male,1,7,No
4914,Male,4,1,Yes
4915,Male,1,1,No
4916,Female,17,7,No
4917,Female,26,9,No
4918,Female,17,5,Yes
4919,Female,7,1,Yes
4920,Male,23,5,Yes
4921,Male,20,1,Yes
4922,Male,15,9,No
4923,Female,13,4,No
4924,Male,28,9,Yes
4925,Female,2,2,Yes
4926,Female,28,7,Yes
4927,Male,19,2,No
4928,Male,24,4,No
4929,Male,13,6,Yes
4930,Female,24,2,Yes
4931,Female,11,2,Yes
4932,Male,27,2,Yes
4933,Male,22,3,Yes
4934,Female,15,5,Yes
4935,Male,10,9,Yes
4936,Female,9,6,Yes
4937,Female,27,9,No
4938,Male,28,5,Yes
4939,Male,9,6,No
4940,Male,20,8,Yes
4941,Male,28,3,No
4942,Female,1,2,Yes
4943,Female,17,3,Yes
4944,Female,12,9,No
4945,Male,10,6,Yes
4946,Female,5,4,No
4947,Male,30,3,No
4948,Male,29,2,No
4949,Male,18,4,Yes
4950,Male,15,9,No
4951,Male,6,4,Yes
4952,Male,7,5,No
4953,Female,17,8,Yes
4954,Male,6,2,No
4955,Female,8,3,No
4956,Female,12,6,Yes
4957,Male,21,7,Yes
4958,Male,14,4,Yes
4959,Male,12,1,Yes
4960,Female,23,7,Yes
4961,Male,10,9,Yes
4962,Female,22,1,Yes
4963,Male,20,1,Yes
4964,Male,15,1,Yes
4965,Female,7,7,No
4966,Female,26,9,No
4967,Male,9,3,No
4968,Female,10,8,No
4969,Female,10,9,Yes
4970,Female,16,3,No
4971,Female,29,3,No
4972,Female,7,1,No
4973,Male,28,2,Yes
4974,Male,30,7,Yes
4975,Female,5,3,No
4976,Male,23,7,No
4977,Male,3,5,No
4978,Female,18,8,Yes
4979,Male,11,5,No
4980,Female,15,3,No
4981,Female,21,9,Yes
4982,Male,20,7,No
4983,Female,5,5,No
4984,Female,24,7,No
4985,Female,12,9,No
4986,Female,4,5,No
4987,Female,15,7,No
4988,Male,9,9,No
4989,Male,7,1,No
4990,Female,10,4,Yes
4991,Female,29,1,No
4992,Male,28,8,No
4993,Female,23,3,No
4994,Male,13,2,Yes
4995,Female,29,4,No
4996,Female,8,3,Yes
4997,Female,12,5,No
4998,Female,22,8,Yes
4999,Female,24,8,Yes
5000,Female,19,7,Yes
5001,Female,26,8,No
5002,Male,26,5,No
5003,Male,30,6,Yes
5004,Male,1,8,No
5005,Female,16,1,Yes
5006,Female,22,6,No
5007,Female,17,6,No
5008,Female,25,5,Yes
5009,Female,30,4,Yes
5010,Female,18,1,No
5011,Female,11,8,Yes
5012,Male,18,6,Yes
5013,Female,7,3,No
5014,Male,18,3,Yes
5015,Male,26,6,No
5016,Female,8,7,No
5017,Female,6,8,Yes
5018,Male,30,5,Yes
5019,Male,7,6,Yes
5020,Female,23,1,No
5021,Female,22,6,Yes
5022,Male,10,9,No
5023,Female,11,4,Yes
5024,Female,25,1,Yes
5025,Female,13,9,No
5026,Male,9,4,Yes
5027,Male,7,2,Yes
5028,Male,9,1,No
5029,Female,13,3,Yes
5030,Female,26,7,Yes
5031,Male,3,2,No
5032,Male,3,9,Yes
5033,Male,1,2,Yes
5034,Female,21,5,No
5035,Male,20,8,Yes
5036,Male,2,8,Yes
5037,Female,25,3,Yes
5038,Female,3,2,No
5039,Female,15,9,Yes
5040,Male,24,3,No
5041,Female,6,8,Yes
5042,Female,30,2,Yes
5043,Male,13,3,Yes
5044,Female,21,1,Yes
5045,Male,1,6,Yes
5046,Male,20,7,Yes
5047,Female,19,4,Yes
5048,Female,1,1,Yes
5049,Female,28,3,Yes
5050,Female,21,9,No
5051,Female,22,5,Yes
5052,Female,2,6,No
5053,Male,15,4,No
5054,Male,14,1,Yes
5055,Female,19,5,No
5056,Male,11,5,No
5057,Female,30,5,No
5058,Male,15,6,No
5059,Male,6,2,Yes
5060,Male,20,1,No
5061,Female,9,2,Yes
5062,Male,5,6,No
5063,Female,20,5,No
5064,Male,2,5,No
5065,Male,6,6,Yes
5066,Male,26,7,Yes
5067,Male,18,9,Yes
5068,Male,28,7,Yes
5069,Female,29,2,No
5070,Female,23,6,Yes
5071,Male,19,9,No
5072,Male,9,7,Yes
5073,Male,27,2,No
5074,Male,21,3,No
5075,Female,24,8,Yes
5076,Male,27,9,No
5077,Female,6,4,No
5078,Male,14,9,No
5079,Female,28,2,No
5080,Male,26,5,No
5081,Male,24,2,Yes
5082,Female,29,1,Yes
5083,Male,13,5,No
5084,Male,11,2,No
5085,Male,12,7,Yes
5086,Female,19,8,Yes
5087,Male,19,2,Yes
5088,Male,21,7,No
5089,Female,27,4,No
5090,Female,26,1,Yes
5091,Female,19,3,Yes
5092,Male,24,1,Yes
5093,Male,26,5,No
5094,Male,13,8,No
5095,Female,28,1,No
5096,Male,14,9,Yes
5097,Male,24,3,No
5098,Female,18,5,Yes
5099,Female,12,9,Yes
5100,Female,4,5,Yes
5101,Female,10,9,No
5102,Female,29,8,No
5103,Male,17,7,No
5104,Female,4,1,No
5105,Male,12,4,No
5106,Male,13,9,No
5107,Female,29,8,Yes
5108,Female,27,4,Yes
5109,Female,29,1,No
5110,Male,4,4,No
5111,Female,10,3,No
5112,Female,25,6,Yes
5113,Female,3,5,No
5114,Female,15,5,Yes
5115,Female,2,2,No
5116,Male,25,3,Yes
5117,Male,25,6,Yes
5118,Male,17,2,No
5119,Female,6,4,Yes
5120,Female,26,2,Yes
5121,Female,8,9,Yes
5122,Male,3,3,Yes
5123,Female,27,6,No
5124,Female,25,1,Yes
5125,Female,18,3,Yes
5126,Male,22,8,Yes
5127,Female,1,5,No
5128,Male,29,8,No
5129,Female,16,2,Yes
5130,Male,7,7,No
5131,Male,3,9,No
5132,Male,23,7,No
5133,Female,4,3,No
5134,Female,9,7,No
5135,Male,5,8,No
5136,Male,19,1,No
5137,Female,15,3,Yes
5138,Female,8,5,Yes
5139,Male,6,6,Yes
5140,Female,18,3,No
5141,Female,19,4,Yes
5142,Female,24,5,No
5143,Female,15,3,No
5144,Male,26,4,Yes
5145,Female,7,5,Yes
5146,Female,10,2,Yes
5147,Male,6,9,Yes
5148,Male,14,8,No
5149,Female,17,6,Yes
5150,Female,9,3,Yes
5151,Female,19,2,No
5152,Female,30,7,No
5153,Male,5,8,No
5154,Male,23,1,No
5155,Male,7,6,No
5156,Female,19,7,Yes
5157,Female,20,9,Yes
5158,Female,26,3,No
5159,Female,7,2,Yes
5160,Male,24,5,No
5161,Male,2,1,Yes
5162,Female,25,6,Yes
5163,Male,23,9,Yes
5164,Female,16,9,Yes
5165,Female,13,7,Yes
5166,Male,8,7,No
5167,Female,6,8,Yes
5168,Female,6,2,Yes
5169,Male,9,6,Yes
5170,Female,4,5,Yes
5171,Female,27,5,No
5172,Male,11,3,No
5173,Female,5,3,No
5174,Male,25,6,Yes
5175,Female,17,7,No
5176,Male,20,1,No
5177,Male,7,3,No
5178,Male,27,1,No
5179,Female,15,3,Yes
5180,Male,25,5,Yes
5181,Male,15,9,Yes
5182,Male,14,3,Yes
5183,Male,13,9,No
5184,Male,11,1,Yes
5185,Female,28,6,Yes
5186,Female,13,9,Yes
5187,Female,26,5,No
5188,Female,22,2,No
5189,Female,28,5,No
5190,Female,24,1,Yes
5191,Female,29,9,Yes
5192,Male,9,9,Yes
5193,Female,10,6,Yes
5194,Male,4,9,No
5195,Male,17,3,Yes
5196,Female,14,4,No
5197,Male,24,6,No
5198,Male,18,4,Yes
5199,Male,11,1,No
5200,Male,16,7,Yes
5201,Female,1,5,Yes
5202,Female,29,8,Yes
5203,Female,7,9,Yes
5204,Female,28,5,No
5205,Female,10,8,No
5206,Female,9,1,Yes
5207,Female,27,1,No
5208,Female,28,7,No
5209,Female,28,6,No
5210,Female,25,5,Yes
5211,Male,3,5,Yes
5212,Female,22,9,Yes
5213,Male,23,1,No
5214,Male,14,8,Yes
5215,Male,26,2,Yes
5216,Male,25,7,Yes
5217,Female,15,6,Yes
5218,Male,2,2,Yes
5219,Female,24,3,Yes
5220,Female,14,4,No
5221,Male,16,7,Yes
5222,Female,7,8,No
5223,Male,4,2,Yes
5224,Male,18,8,No
5225,Female,24,9,No
5226,Female,27,7,No
5227,Male,5,1,Yes
5228,Female,6,6,Yes
5229,Female,30,8,No
5230,Female,27,5,No
5231,Male,7,2,Yes
5232,Male,15,5,Yes
5233,Female,26,8,Yes
5234,Female,1,2,No
5235,Female,24,1,No
5236,Female,4,4,No
5237,Female,29,4,No
5238,Male,25,9,No
5239,Female,1,3,Yes
5240,Male,11,4,No
5241,Female,18,3,No
5242,Male,14,2,Yes
5243,Female,22,4,Yes
5244,Male,11,8,Yes
5245,Female,10,1,No
5246,Male,27,8,Yes
5247,Male,30,8,No
5248,Male,17,3,Yes
5249,Male,4,6,No
5250,Male,24,4,No
5251,Male,15,1,Yes
5252,Female,26,1,No
5253,Male,16,5,Yes
5254,Female,21,8,No
5255,Female,13,1,No
5256,Female,9,2,No
5257,Female,11,7,Yes
5258,Female,11,8,No
5259,Male,6,3,Yes
5260,Male,1,8,No
5261,Male,22,1,No
5262,Female,6,9,Yes
5263,Male,13,2,Yes
5264,Male,22,2,No
5265,Male,24,4,No
5266,Male,22,3,No
5267,Male,5,4,No
5268,Female,15,6,No
5269,Male,27,7,No
5270,Female,18,5,Yes
5271,Female,20,2,No
5272,Female,14,3,Yes
5273,Female,15,3,No
5274,Female,26,5,No
5275,Male,5,5,Yes
5276,Male,26,4,No
5277,Male,4,8,No
5278,Female,2,6,Yes
5279,Male,7,6,No
5280,Male,10,1,Yes
5281,Female,16,6,No
5282,Female,10,3,No
5283,Female,18,6,Yes
5284,Female,17,6,Yes
5285,Male,30,2,No
5286,Female,21,1,Yes
5287,Female,28,3,Yes
5288,Male,13,5,Yes
5289,Male,1,4,No
5290,Female,1,7,Yes
5291,Male,15,4,Yes
5292,Female,1,8,Yes
5293,Female,6,7,Yes
5294,Male,25,9,Yes
5295,Male,26,1,No
5296,Female,13,5,No
5297,Female,27,4,No
5298,Female,28,6,No
5299,Male,1,1,No
5300,Female,5,6,Yes
5301,Female,9,1,Yes
5302,Female,30,1,No
5303,Female,25,8,Yes
5304,Female,17,2,Yes
5305,Male,16,6,Yes
5306,Female,8,6,No
5307,Female,17,6,Yes
5308,Female,15,8,Yes
5309,Female,24,4,No
5310,Male,1,3,No
5311,Male,12,6,Yes
5312,Male,5,4,Yes
5313,Female,24,2,No
5314,Female,6,6,No
5315,Male,25,5,Yes
5316,Male,1,9,Yes
5317,Male,25,6,No
5318,Female,1,3,Yes
5319,Female,10,5,No
5320,Male,10,8,No
5321,Male,3,9,No
5322,Male,17,8,Yes
5323,Female,19,3,Yes
5324,Female,28,9,No
5325,Female,11,3,No
5326,Male,29,8,No
5327,Male,18,9,No
5328,Female,2,7,Yes
5329,Male,9,4,No
5330,Female,24,9,No
5331,Male,17,3,No
5332,Male,28,3,Yes
5333,Male,14,2,No
5334,Male,4,3,No
5335,Female,29,1,No
5336,Male,17,4,No
5337,Female,17,8,No
5338,Female,12,5,Yes
5339,Female,28,2,Yes
5340,Male,20,3,Yes
5341,Female,18,1,No
5342,Female,3,2,No
5343,Female,11,1,Yes
5344,Male,25,2,No
5345,Male,18,3,Yes
5346,Female,4,1,No
5347,Male,17,9,Yes
5348,Female,18,5,Yes
5349,Female,5,8,No
5350,Male,14,5,No
5351,Female,10,8,Yes
5352,Male,15,7,Yes
5353,Male,1,4,No
5354,Female,16,7,Yes
5355,Male,11,6,No
5356,Male,23,3,Yes
5357,Female,20,9,No
5358,Female,6,9,No
5359,Male,24,5,No
5360,Male,29,8,Yes
5361,Female,22,7,No
5362,Male,16,9,No
5363,Male,30,7,No
5364,Male,2,4,Yes
5365,Male,1,4,No
5366,Male,24,8,No
5367,Male,24,6,No
5368,Male,9,9,No
5369,Female,22,7,No
5370,Female,12,7,Yes
5371,Female,17,4,No
5372,Female,30,3,No
5373,Female,25,8,Yes
5374,Male,28,7,Yes
5375,Male,29,4,Yes
5376,Male,15,4,Yes
5377,Male,30,1,No
5378,Female,19,7,Yes
5379,Male,27,1,No
5380,Male,22,4,Yes
5381,Female,10,3,Yes
5382,Male,29,3,No
5383,Male,26,1,Yes
5384,Female,27,4,Yes
5385,Male,12,1,No
5386,Male,14,8,Yes
5387,Male,9,1,Yes
5388,Male,27,6,Yes
5389,Male,13,7,No
5390,Female,3,2,No
5391,Female,21,4,No
5392,Female,29,3,No
5393,Female,14,9,No
5394,Female,21,7,Yes
5395,Female,10,2,No
5396,Male,16,6,Yes
5397,Female,7,9,No
5398,Female,4,3,Yes
5399,Male,27,6,No
5400,Male,20,3,No
5401,Female,23,3,Yes
5402,Male,25,4,Yes
5403,Female,11,9,Yes
5404,Male,16,8,Yes
5405,Female,20,1,No
5406,Male,4,1,Yes
5407,Male,22,7,Yes
5408,Female,22,3,No
5409,Female,23,7,Yes
5410,Female,17,9,Yes
5411,Female,13,3,Yes
5412,Female,11,3,No
5413,Male,30,2,Yes
5414,Female,3,1,No
5415,Female,9,9,Yes
5416,Male,6,6,No
5417,Male,22,6,No
5418,Female,21,8,Yes
5419,Male,11,5,Yes
5420,Male,16,9,Yes
5421,Female,19,5,Yes
5422,Male,27,2,Yes
5423,Male,5,6,Yes
5424,Female,14,9,No
5425,Female,17,3,No
5426,Male,3,4,Yes
5427,Male,4,8,No
5428,Female,16,6,Yes
5429,Male,16,7,Yes
5430,Male,21,7,No
5431,Male,26,4,Yes
5432,Female,25,6,No
5433,Male,4,9,Yes
5434,Male,19,3,No
5435,Female,26,8,Yes
5436,Male,17,7,No
5437,Male,13,4,No
5438,Female,26,3,Yes
5439,Female,22,7,Yes
5440,Female,23,9,No
5441,Female,26,3,Yes
5442,Male,24,9,Yes
5443,Male,28,8,Yes
